percentile_rank,metric_value,branch,load_type,total_count
0.0,115.0,control,ERROR,22
0.01,115.0,control,ERROR,22
0.02,115.0,control,ERROR,22
0.03,115.0,control,ERROR,22
0.04,115.0,control,ERROR,22
0.05,188.0,control,ERROR,22
0.06,188.0,control,ERROR,22
0.07,188.0,control,ERROR,22
0.08,188.0,control,ERROR,22
0.09,188.0,control,ERROR,22
0.1,213.0,control,ERROR,22
0.11,213.0,control,ERROR,22
0.12,213.0,control,ERROR,22
0.13,213.0,control,ERROR,22
0.14,234.0,control,ERROR,22
0.15,234.0,control,ERROR,22
0.16,234.0,control,ERROR,22
0.17,234.0,control,ERROR,22
0.18,234.0,control,ERROR,22
0.19,281.0,control,ERROR,22
0.2,281.0,control,ERROR,22
0.21,281.0,control,ERROR,22
0.22,281.0,control,ERROR,22
0.23,350.0,control,ERROR,22
0.24,350.0,control,ERROR,22
0.25,350.0,control,ERROR,22
0.26,350.0,control,ERROR,22
0.27,350.0,control,ERROR,22
0.28,949.0,control,ERROR,22
0.29,949.0,control,ERROR,22
0.3,949.0,control,ERROR,22
0.31,949.0,control,ERROR,22
0.32,951.0,control,ERROR,22
0.33,951.0,control,ERROR,22
0.34,951.0,control,ERROR,22
0.35,951.0,control,ERROR,22
0.36,951.0,control,ERROR,22
0.37,1068.0,control,ERROR,22
0.38,1068.0,control,ERROR,22
0.39,1068.0,control,ERROR,22
0.4,1068.0,control,ERROR,22
0.41,1303.0,control,ERROR,22
0.42,1303.0,control,ERROR,22
0.43,1303.0,control,ERROR,22
0.44,1303.0,control,ERROR,22
0.45,1303.0,control,ERROR,22
0.46,1415.0,control,ERROR,22
0.47,1415.0,control,ERROR,22
0.48,1415.0,control,ERROR,22
0.49,1415.0,control,ERROR,22
0.5,1415.0,control,ERROR,22
0.51,2151.0,control,ERROR,22
0.52,2151.0,control,ERROR,22
0.53,2151.0,control,ERROR,22
0.54,2151.0,control,ERROR,22
0.55,2758.0,control,ERROR,22
0.56,2758.0,control,ERROR,22
0.57,2758.0,control,ERROR,22
0.58,2758.0,control,ERROR,22
0.59,2758.0,control,ERROR,22
0.6,2816.0,control,ERROR,22
0.61,2816.0,control,ERROR,22
0.62,2816.0,control,ERROR,22
0.63,2816.0,control,ERROR,22
0.64,3893.0,control,ERROR,22
0.65,3893.0,control,ERROR,22
0.66,3893.0,control,ERROR,22
0.67,3893.0,control,ERROR,22
0.68,3893.0,control,ERROR,22
0.69,4216.0,control,ERROR,22
0.7,4216.0,control,ERROR,22
0.71,4216.0,control,ERROR,22
0.72,4216.0,control,ERROR,22
0.73,5686.0,control,ERROR,22
0.74,5686.0,control,ERROR,22
0.75,5686.0,control,ERROR,22
0.76,5686.0,control,ERROR,22
0.77,5686.0,control,ERROR,22
0.78,8154.0,control,ERROR,22
0.79,8154.0,control,ERROR,22
0.8,8154.0,control,ERROR,22
0.81,8154.0,control,ERROR,22
0.82,11287.0,control,ERROR,22
0.83,11287.0,control,ERROR,22
0.84,11287.0,control,ERROR,22
0.85,11287.0,control,ERROR,22
0.86,11287.0,control,ERROR,22
0.87,30352.0,control,ERROR,22
0.88,30352.0,control,ERROR,22
0.89,30352.0,control,ERROR,22
0.9,30352.0,control,ERROR,22
0.91,32486.0,control,ERROR,22
0.92,32486.0,control,ERROR,22
0.93,32486.0,control,ERROR,22
0.94,32486.0,control,ERROR,22
0.95,32486.0,control,ERROR,22
0.96,54442.0,control,ERROR,22
0.97,54442.0,control,ERROR,22
0.98,54442.0,control,ERROR,22
0.99,54442.0,control,ERROR,22
1.0,54442.0,control,ERROR,22
0.0,60.0,treatment-a,ERROR,48
0.01,60.0,treatment-a,ERROR,48
0.02,60.0,treatment-a,ERROR,48
0.03,79.0,treatment-a,ERROR,48
0.04,79.0,treatment-a,ERROR,48
0.05,100.0,treatment-a,ERROR,48
0.06,100.0,treatment-a,ERROR,48
0.07,105.0,treatment-a,ERROR,48
0.08,105.0,treatment-a,ERROR,48
0.09,122.0,treatment-a,ERROR,48
0.1,122.0,treatment-a,ERROR,48
0.11,123.0,treatment-a,ERROR,48
0.12,123.0,treatment-a,ERROR,48
0.13,198.0,treatment-a,ERROR,48
0.14,198.0,treatment-a,ERROR,48
0.15,218.0,treatment-a,ERROR,48
0.16,218.0,treatment-a,ERROR,48
0.17,343.0,treatment-a,ERROR,48
0.18,343.0,treatment-a,ERROR,48
0.19,378.0,treatment-a,ERROR,48
0.2,378.0,treatment-a,ERROR,48
0.21,437.0,treatment-a,ERROR,48
0.22,437.0,treatment-a,ERROR,48
0.23,446.0,treatment-a,ERROR,48
0.24,446.0,treatment-a,ERROR,48
0.25,446.0,treatment-a,ERROR,48
0.26,555.0,treatment-a,ERROR,48
0.27,555.0,treatment-a,ERROR,48
0.28,572.0,treatment-a,ERROR,48
0.29,572.0,treatment-a,ERROR,48
0.3,606.0,treatment-a,ERROR,48
0.31,606.0,treatment-a,ERROR,48
0.32,616.0,treatment-a,ERROR,48
0.33,616.0,treatment-a,ERROR,48
0.34,648.0,treatment-a,ERROR,48
0.35,648.0,treatment-a,ERROR,48
0.36,726.0,treatment-a,ERROR,48
0.37,726.0,treatment-a,ERROR,48
0.38,764.0,treatment-a,ERROR,48
0.39,764.0,treatment-a,ERROR,48
0.4,866.0,treatment-a,ERROR,48
0.41,866.0,treatment-a,ERROR,48
0.42,871.0,treatment-a,ERROR,48
0.43,871.0,treatment-a,ERROR,48
0.44,917.0,treatment-a,ERROR,48
0.45,917.0,treatment-a,ERROR,48
0.46,919.0,treatment-a,ERROR,48
0.47,919.0,treatment-a,ERROR,48
0.48,945.0,treatment-a,ERROR,48
0.49,945.0,treatment-a,ERROR,48
0.5,945.0,treatment-a,ERROR,48
0.51,971.0,treatment-a,ERROR,48
0.52,971.0,treatment-a,ERROR,48
0.53,991.0,treatment-a,ERROR,48
0.54,991.0,treatment-a,ERROR,48
0.55,1153.0,treatment-a,ERROR,48
0.56,1153.0,treatment-a,ERROR,48
0.57,1286.0,treatment-a,ERROR,48
0.58,1286.0,treatment-a,ERROR,48
0.59,1343.0,treatment-a,ERROR,48
0.6,1343.0,treatment-a,ERROR,48
0.61,1354.0,treatment-a,ERROR,48
0.62,1354.0,treatment-a,ERROR,48
0.63,1507.0,treatment-a,ERROR,48
0.64,1507.0,treatment-a,ERROR,48
0.65,1576.0,treatment-a,ERROR,48
0.66,1576.0,treatment-a,ERROR,48
0.67,1590.0,treatment-a,ERROR,48
0.68,1590.0,treatment-a,ERROR,48
0.69,1732.0,treatment-a,ERROR,48
0.7,1732.0,treatment-a,ERROR,48
0.71,1811.0,treatment-a,ERROR,48
0.72,1811.0,treatment-a,ERROR,48
0.73,2051.0,treatment-a,ERROR,48
0.74,2051.0,treatment-a,ERROR,48
0.75,2051.0,treatment-a,ERROR,48
0.76,2172.0,treatment-a,ERROR,48
0.77,2172.0,treatment-a,ERROR,48
0.78,2482.0,treatment-a,ERROR,48
0.79,2482.0,treatment-a,ERROR,48
0.8,2730.0,treatment-a,ERROR,48
0.81,2730.0,treatment-a,ERROR,48
0.82,3089.0,treatment-a,ERROR,48
0.83,3089.0,treatment-a,ERROR,48
0.84,3750.0,treatment-a,ERROR,48
0.85,3750.0,treatment-a,ERROR,48
0.86,4987.0,treatment-a,ERROR,48
0.87,4987.0,treatment-a,ERROR,48
0.88,5247.0,treatment-a,ERROR,48
0.89,5247.0,treatment-a,ERROR,48
0.9,5266.0,treatment-a,ERROR,48
0.91,5266.0,treatment-a,ERROR,48
0.92,7417.0,treatment-a,ERROR,48
0.93,7417.0,treatment-a,ERROR,48
0.94,9170.0,treatment-a,ERROR,48
0.95,9170.0,treatment-a,ERROR,48
0.96,9989.0,treatment-a,ERROR,48
0.97,9989.0,treatment-a,ERROR,48
0.98,37236.0,treatment-a,ERROR,48
0.99,37236.0,treatment-a,ERROR,48
1.0,37236.0,treatment-a,ERROR,48
0.0,37.0,treatment-b,ERROR,39
0.01,37.0,treatment-b,ERROR,39
0.02,37.0,treatment-b,ERROR,39
0.03,66.0,treatment-b,ERROR,39
0.04,66.0,treatment-b,ERROR,39
0.05,66.0,treatment-b,ERROR,39
0.06,69.0,treatment-b,ERROR,39
0.07,69.0,treatment-b,ERROR,39
0.08,114.0,treatment-b,ERROR,39
0.09,114.0,treatment-b,ERROR,39
0.1,114.0,treatment-b,ERROR,39
0.11,142.0,treatment-b,ERROR,39
0.12,142.0,treatment-b,ERROR,39
0.13,175.0,treatment-b,ERROR,39
0.14,175.0,treatment-b,ERROR,39
0.15,175.0,treatment-b,ERROR,39
0.16,202.0,treatment-b,ERROR,39
0.17,202.0,treatment-b,ERROR,39
0.18,206.0,treatment-b,ERROR,39
0.19,206.0,treatment-b,ERROR,39
0.2,206.0,treatment-b,ERROR,39
0.21,206.0,treatment-b,ERROR,39
0.22,206.0,treatment-b,ERROR,39
0.23,206.0,treatment-b,ERROR,39
0.24,210.0,treatment-b,ERROR,39
0.25,210.0,treatment-b,ERROR,39
0.26,220.0,treatment-b,ERROR,39
0.27,220.0,treatment-b,ERROR,39
0.28,220.0,treatment-b,ERROR,39
0.29,304.0,treatment-b,ERROR,39
0.3,304.0,treatment-b,ERROR,39
0.31,397.0,treatment-b,ERROR,39
0.32,397.0,treatment-b,ERROR,39
0.33,397.0,treatment-b,ERROR,39
0.34,410.0,treatment-b,ERROR,39
0.35,410.0,treatment-b,ERROR,39
0.36,463.0,treatment-b,ERROR,39
0.37,463.0,treatment-b,ERROR,39
0.38,463.0,treatment-b,ERROR,39
0.39,646.0,treatment-b,ERROR,39
0.4,646.0,treatment-b,ERROR,39
0.41,646.0,treatment-b,ERROR,39
0.42,708.0,treatment-b,ERROR,39
0.43,708.0,treatment-b,ERROR,39
0.44,732.0,treatment-b,ERROR,39
0.45,732.0,treatment-b,ERROR,39
0.46,732.0,treatment-b,ERROR,39
0.47,766.0,treatment-b,ERROR,39
0.48,766.0,treatment-b,ERROR,39
0.49,1032.0,treatment-b,ERROR,39
0.5,1032.0,treatment-b,ERROR,39
0.51,1032.0,treatment-b,ERROR,39
0.52,1320.0,treatment-b,ERROR,39
0.53,1320.0,treatment-b,ERROR,39
0.54,1739.0,treatment-b,ERROR,39
0.55,1739.0,treatment-b,ERROR,39
0.56,1739.0,treatment-b,ERROR,39
0.57,1788.0,treatment-b,ERROR,39
0.58,1788.0,treatment-b,ERROR,39
0.59,2114.0,treatment-b,ERROR,39
0.6,2114.0,treatment-b,ERROR,39
0.61,2114.0,treatment-b,ERROR,39
0.62,2158.0,treatment-b,ERROR,39
0.63,2158.0,treatment-b,ERROR,39
0.64,2158.0,treatment-b,ERROR,39
0.65,2183.0,treatment-b,ERROR,39
0.66,2183.0,treatment-b,ERROR,39
0.67,2188.0,treatment-b,ERROR,39
0.68,2188.0,treatment-b,ERROR,39
0.69,2188.0,treatment-b,ERROR,39
0.7,2203.0,treatment-b,ERROR,39
0.71,2203.0,treatment-b,ERROR,39
0.72,3702.0,treatment-b,ERROR,39
0.73,3702.0,treatment-b,ERROR,39
0.74,3702.0,treatment-b,ERROR,39
0.75,3957.0,treatment-b,ERROR,39
0.76,3957.0,treatment-b,ERROR,39
0.77,4159.0,treatment-b,ERROR,39
0.78,4159.0,treatment-b,ERROR,39
0.79,4159.0,treatment-b,ERROR,39
0.8,5421.0,treatment-b,ERROR,39
0.81,5421.0,treatment-b,ERROR,39
0.82,5421.0,treatment-b,ERROR,39
0.83,6931.0,treatment-b,ERROR,39
0.84,6931.0,treatment-b,ERROR,39
0.85,8161.0,treatment-b,ERROR,39
0.86,8161.0,treatment-b,ERROR,39
0.87,8161.0,treatment-b,ERROR,39
0.88,10462.0,treatment-b,ERROR,39
0.89,10462.0,treatment-b,ERROR,39
0.9,11192.0,treatment-b,ERROR,39
0.91,11192.0,treatment-b,ERROR,39
0.92,11192.0,treatment-b,ERROR,39
0.93,13362.0,treatment-b,ERROR,39
0.94,13362.0,treatment-b,ERROR,39
0.95,24363.0,treatment-b,ERROR,39
0.96,24363.0,treatment-b,ERROR,39
0.97,24363.0,treatment-b,ERROR,39
0.98,70051.0,treatment-b,ERROR,39
0.99,70051.0,treatment-b,ERROR,39
1.0,70051.0,treatment-b,ERROR,39
0.0,3.0,control,HISTORY,52018885
0.01,124.0,control,HISTORY,52018885
0.02,159.0,control,HISTORY,52018885
0.03,190.0,control,HISTORY,52018885
0.04,216.0,control,HISTORY,52018885
0.05,238.0,control,HISTORY,52018885
0.06,260.0,control,HISTORY,52018885
0.07,281.0,control,HISTORY,52018885
0.08,301.0,control,HISTORY,52018885
0.09,320.0,control,HISTORY,52018885
0.1,338.0,control,HISTORY,52018885
0.11,355.0,control,HISTORY,52018885
0.12,372.0,control,HISTORY,52018885
0.13,388.0,control,HISTORY,52018885
0.14,404.0,control,HISTORY,52018885
0.15,419.0,control,HISTORY,52018885
0.16,434.0,control,HISTORY,52018885
0.17,449.0,control,HISTORY,52018885
0.18,464.0,control,HISTORY,52018885
0.19,479.0,control,HISTORY,52018885
0.2,493.0,control,HISTORY,52018885
0.21,508.0,control,HISTORY,52018885
0.22,523.0,control,HISTORY,52018885
0.23,539.0,control,HISTORY,52018885
0.24,555.0,control,HISTORY,52018885
0.25,569.0,control,HISTORY,52018885
0.26,585.0,control,HISTORY,52018885
0.27,601.0,control,HISTORY,52018885
0.28,617.0,control,HISTORY,52018885
0.29,633.0,control,HISTORY,52018885
0.3,650.0,control,HISTORY,52018885
0.31,666.0,control,HISTORY,52018885
0.32,684.0,control,HISTORY,52018885
0.33,700.0,control,HISTORY,52018885
0.34,718.0,control,HISTORY,52018885
0.35,736.0,control,HISTORY,52018885
0.36,754.0,control,HISTORY,52018885
0.37,772.0,control,HISTORY,52018885
0.38,791.0,control,HISTORY,52018885
0.39,809.0,control,HISTORY,52018885
0.4,828.0,control,HISTORY,52018885
0.41,848.0,control,HISTORY,52018885
0.42,867.0,control,HISTORY,52018885
0.43,886.0,control,HISTORY,52018885
0.44,906.0,control,HISTORY,52018885
0.45,926.0,control,HISTORY,52018885
0.46,947.0,control,HISTORY,52018885
0.47,968.0,control,HISTORY,52018885
0.48,989.0,control,HISTORY,52018885
0.49,1010.0,control,HISTORY,52018885
0.5,1032.0,control,HISTORY,52018885
0.51,1054.0,control,HISTORY,52018885
0.52,1077.0,control,HISTORY,52018885
0.53,1100.0,control,HISTORY,52018885
0.54,1123.0,control,HISTORY,52018885
0.55,1147.0,control,HISTORY,52018885
0.56,1171.0,control,HISTORY,52018885
0.57,1196.0,control,HISTORY,52018885
0.58,1221.0,control,HISTORY,52018885
0.59,1248.0,control,HISTORY,52018885
0.6,1273.0,control,HISTORY,52018885
0.61,1302.0,control,HISTORY,52018885
0.62,1329.0,control,HISTORY,52018885
0.63,1358.0,control,HISTORY,52018885
0.64,1388.0,control,HISTORY,52018885
0.65,1420.0,control,HISTORY,52018885
0.66,1452.0,control,HISTORY,52018885
0.67,1485.0,control,HISTORY,52018885
0.68,1520.0,control,HISTORY,52018885
0.69,1556.0,control,HISTORY,52018885
0.7,1593.0,control,HISTORY,52018885
0.71,1633.0,control,HISTORY,52018885
0.72,1674.0,control,HISTORY,52018885
0.73,1717.0,control,HISTORY,52018885
0.74,1764.0,control,HISTORY,52018885
0.75,1811.0,control,HISTORY,52018885
0.76,1863.0,control,HISTORY,52018885
0.77,1916.0,control,HISTORY,52018885
0.78,1976.0,control,HISTORY,52018885
0.79,2038.0,control,HISTORY,52018885
0.8,2106.0,control,HISTORY,52018885
0.81,2177.0,control,HISTORY,52018885
0.82,2256.0,control,HISTORY,52018885
0.83,2340.0,control,HISTORY,52018885
0.84,2436.0,control,HISTORY,52018885
0.85,2538.0,control,HISTORY,52018885
0.86,2653.0,control,HISTORY,52018885
0.87,2780.0,control,HISTORY,52018885
0.88,2913.0,control,HISTORY,52018885
0.89,3069.0,control,HISTORY,52018885
0.9,3236.0,control,HISTORY,52018885
0.91,3438.0,control,HISTORY,52018885
0.92,3662.0,control,HISTORY,52018885
0.93,3948.0,control,HISTORY,52018885
0.94,4316.0,control,HISTORY,52018885
0.95,4785.0,control,HISTORY,52018885
0.96,5568.0,control,HISTORY,52018885
0.97,6742.0,control,HISTORY,52018885
0.98,9019.0,control,HISTORY,52018885
0.99,15101.0,control,HISTORY,52018885
1.0,1291987479.0,control,HISTORY,52018885
0.0,4.0,treatment-a,HISTORY,51841327
0.01,122.0,treatment-a,HISTORY,51841327
0.02,159.0,treatment-a,HISTORY,51841327
0.03,190.0,treatment-a,HISTORY,51841327
0.04,215.0,treatment-a,HISTORY,51841327
0.05,239.0,treatment-a,HISTORY,51841327
0.06,261.0,treatment-a,HISTORY,51841327
0.07,282.0,treatment-a,HISTORY,51841327
0.08,302.0,treatment-a,HISTORY,51841327
0.09,321.0,treatment-a,HISTORY,51841327
0.1,339.0,treatment-a,HISTORY,51841327
0.11,356.0,treatment-a,HISTORY,51841327
0.12,372.0,treatment-a,HISTORY,51841327
0.13,389.0,treatment-a,HISTORY,51841327
0.14,404.0,treatment-a,HISTORY,51841327
0.15,421.0,treatment-a,HISTORY,51841327
0.16,435.0,treatment-a,HISTORY,51841327
0.17,451.0,treatment-a,HISTORY,51841327
0.18,465.0,treatment-a,HISTORY,51841327
0.19,481.0,treatment-a,HISTORY,51841327
0.2,496.0,treatment-a,HISTORY,51841327
0.21,511.0,treatment-a,HISTORY,51841327
0.22,526.0,treatment-a,HISTORY,51841327
0.23,541.0,treatment-a,HISTORY,51841327
0.24,557.0,treatment-a,HISTORY,51841327
0.25,572.0,treatment-a,HISTORY,51841327
0.26,588.0,treatment-a,HISTORY,51841327
0.27,604.0,treatment-a,HISTORY,51841327
0.28,620.0,treatment-a,HISTORY,51841327
0.29,636.0,treatment-a,HISTORY,51841327
0.3,652.0,treatment-a,HISTORY,51841327
0.31,669.0,treatment-a,HISTORY,51841327
0.32,686.0,treatment-a,HISTORY,51841327
0.33,704.0,treatment-a,HISTORY,51841327
0.34,721.0,treatment-a,HISTORY,51841327
0.35,739.0,treatment-a,HISTORY,51841327
0.36,756.0,treatment-a,HISTORY,51841327
0.37,775.0,treatment-a,HISTORY,51841327
0.38,794.0,treatment-a,HISTORY,51841327
0.39,813.0,treatment-a,HISTORY,51841327
0.4,831.0,treatment-a,HISTORY,51841327
0.41,851.0,treatment-a,HISTORY,51841327
0.42,870.0,treatment-a,HISTORY,51841327
0.43,890.0,treatment-a,HISTORY,51841327
0.44,910.0,treatment-a,HISTORY,51841327
0.45,931.0,treatment-a,HISTORY,51841327
0.46,951.0,treatment-a,HISTORY,51841327
0.47,972.0,treatment-a,HISTORY,51841327
0.48,993.0,treatment-a,HISTORY,51841327
0.49,1014.0,treatment-a,HISTORY,51841327
0.5,1037.0,treatment-a,HISTORY,51841327
0.51,1058.0,treatment-a,HISTORY,51841327
0.52,1082.0,treatment-a,HISTORY,51841327
0.53,1104.0,treatment-a,HISTORY,51841327
0.54,1128.0,treatment-a,HISTORY,51841327
0.55,1151.0,treatment-a,HISTORY,51841327
0.56,1175.0,treatment-a,HISTORY,51841327
0.57,1200.0,treatment-a,HISTORY,51841327
0.58,1226.0,treatment-a,HISTORY,51841327
0.59,1251.0,treatment-a,HISTORY,51841327
0.6,1278.0,treatment-a,HISTORY,51841327
0.61,1305.0,treatment-a,HISTORY,51841327
0.62,1333.0,treatment-a,HISTORY,51841327
0.63,1363.0,treatment-a,HISTORY,51841327
0.64,1393.0,treatment-a,HISTORY,51841327
0.65,1424.0,treatment-a,HISTORY,51841327
0.66,1455.0,treatment-a,HISTORY,51841327
0.67,1489.0,treatment-a,HISTORY,51841327
0.68,1524.0,treatment-a,HISTORY,51841327
0.69,1560.0,treatment-a,HISTORY,51841327
0.7,1598.0,treatment-a,HISTORY,51841327
0.71,1636.0,treatment-a,HISTORY,51841327
0.72,1679.0,treatment-a,HISTORY,51841327
0.73,1722.0,treatment-a,HISTORY,51841327
0.74,1769.0,treatment-a,HISTORY,51841327
0.75,1816.0,treatment-a,HISTORY,51841327
0.76,1868.0,treatment-a,HISTORY,51841327
0.77,1922.0,treatment-a,HISTORY,51841327
0.78,1980.0,treatment-a,HISTORY,51841327
0.79,2042.0,treatment-a,HISTORY,51841327
0.8,2111.0,treatment-a,HISTORY,51841327
0.81,2184.0,treatment-a,HISTORY,51841327
0.82,2261.0,treatment-a,HISTORY,51841327
0.83,2349.0,treatment-a,HISTORY,51841327
0.84,2441.0,treatment-a,HISTORY,51841327
0.85,2548.0,treatment-a,HISTORY,51841327
0.86,2660.0,treatment-a,HISTORY,51841327
0.87,2788.0,treatment-a,HISTORY,51841327
0.88,2923.0,treatment-a,HISTORY,51841327
0.89,3075.0,treatment-a,HISTORY,51841327
0.9,3245.0,treatment-a,HISTORY,51841327
0.91,3443.0,treatment-a,HISTORY,51841327
0.92,3672.0,treatment-a,HISTORY,51841327
0.93,3959.0,treatment-a,HISTORY,51841327
0.94,4324.0,treatment-a,HISTORY,51841327
0.95,4821.0,treatment-a,HISTORY,51841327
0.96,5570.0,treatment-a,HISTORY,51841327
0.97,6807.0,treatment-a,HISTORY,51841327
0.98,9060.0,treatment-a,HISTORY,51841327
0.99,15603.0,treatment-a,HISTORY,51841327
1.0,1259861377.0,treatment-a,HISTORY,51841327
0.0,5.0,treatment-b,HISTORY,51887200
0.01,125.0,treatment-b,HISTORY,51887200
0.02,160.0,treatment-b,HISTORY,51887200
0.03,189.0,treatment-b,HISTORY,51887200
0.04,215.0,treatment-b,HISTORY,51887200
0.05,236.0,treatment-b,HISTORY,51887200
0.06,258.0,treatment-b,HISTORY,51887200
0.07,278.0,treatment-b,HISTORY,51887200
0.08,297.0,treatment-b,HISTORY,51887200
0.09,316.0,treatment-b,HISTORY,51887200
0.1,334.0,treatment-b,HISTORY,51887200
0.11,351.0,treatment-b,HISTORY,51887200
0.12,368.0,treatment-b,HISTORY,51887200
0.13,384.0,treatment-b,HISTORY,51887200
0.14,400.0,treatment-b,HISTORY,51887200
0.15,415.0,treatment-b,HISTORY,51887200
0.16,431.0,treatment-b,HISTORY,51887200
0.17,446.0,treatment-b,HISTORY,51887200
0.18,461.0,treatment-b,HISTORY,51887200
0.19,477.0,treatment-b,HISTORY,51887200
0.2,491.0,treatment-b,HISTORY,51887200
0.21,507.0,treatment-b,HISTORY,51887200
0.22,521.0,treatment-b,HISTORY,51887200
0.23,537.0,treatment-b,HISTORY,51887200
0.24,552.0,treatment-b,HISTORY,51887200
0.25,568.0,treatment-b,HISTORY,51887200
0.26,584.0,treatment-b,HISTORY,51887200
0.27,600.0,treatment-b,HISTORY,51887200
0.28,616.0,treatment-b,HISTORY,51887200
0.29,632.0,treatment-b,HISTORY,51887200
0.3,649.0,treatment-b,HISTORY,51887200
0.31,666.0,treatment-b,HISTORY,51887200
0.32,683.0,treatment-b,HISTORY,51887200
0.33,700.0,treatment-b,HISTORY,51887200
0.34,718.0,treatment-b,HISTORY,51887200
0.35,736.0,treatment-b,HISTORY,51887200
0.36,754.0,treatment-b,HISTORY,51887200
0.37,772.0,treatment-b,HISTORY,51887200
0.38,791.0,treatment-b,HISTORY,51887200
0.39,808.0,treatment-b,HISTORY,51887200
0.4,828.0,treatment-b,HISTORY,51887200
0.41,847.0,treatment-b,HISTORY,51887200
0.42,866.0,treatment-b,HISTORY,51887200
0.43,885.0,treatment-b,HISTORY,51887200
0.44,906.0,treatment-b,HISTORY,51887200
0.45,926.0,treatment-b,HISTORY,51887200
0.46,947.0,treatment-b,HISTORY,51887200
0.47,967.0,treatment-b,HISTORY,51887200
0.48,988.0,treatment-b,HISTORY,51887200
0.49,1010.0,treatment-b,HISTORY,51887200
0.5,1031.0,treatment-b,HISTORY,51887200
